tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,jumlah_promosi,day_after,day,month,year
1984,3,1,183033272,0,0,36,121483,396122,136445,111978,0,7,10,0,3,565,17,7,2013
1965,2,2,151097693,0,0,82,171134,542058,128104,125208,2,9,6,0,4,568,19,7,2013
1969,3,1,107051205,0,1,61,21995,102216,28734,6767,1,4,12,0,1,567,16,7,2013
1974,4,2,154918516,0,0,13,175506,968873,343613,156976,1,3,5,0,3,568,17,7,2013
1970,2,1,128080540,0,1,22,0,324656,36561,26078,1,6,7,0,1,565,18,7,2013
1949,3,2,116525664,0,1,91,6108,106272,4908,5152,1,5,5,0,2,561,13,7,2013
1973,2,1,119674666,0,1,15,20067,179803,10054,52415,1,6,8,0,3,557,9,7,2013
1968,3,1,118143133,0,1,85,5796,143516,544,15134,3,6,6,0,3,565,16,7,2013
1973,4,2,135013000,0,1,42,0,894166,54621,133518,5,9,12,0,2,507,21,5,2013
1975,2,2,131765371,0,0,71,53835,499327,60749,52085,1,5,12,0,0,560,13,7,2013
1958,3,2,139553710,0,1,62,9608,104187,3251,0,3,6,5,0,3,565,16,7,2013
1943,2,1,107872693,0,0,29,56128,198829,82471,14204,1,9,4,0,4,565,17,7,2013
1969,1,1,165810335,0,0,26,240050,1542164,350848,196033,0,4,9,0,4,568,18,7,2013
1976,4,2,174526000,0,0,60,38437,1703366,42483,194208,2,7,7,0,6,879,28,5,2014
1986,2,0,174434922,0,0,91,104717,368676,77998,84663,0,4,12,0,5,558,12,7,2013
1978,3,2,146454000,2,0,32,254898,354025,32368,119357,0,8,9,0,0,800,10,3,2014
1976,2,0,15356197,0,1,89,18058,43704,20205,15036,2,11,2,0,1,561,14,7,2013
1968,2,1,147933950,0,0,17,62296,275245,16066,7077,1,4,10,0,4,568,18,7,2013
1981,2,1,83083000,1,1,17,16184,46529,0,0,3,3,2,0,2,347,12,12,2012
1975,2,2,158163566,0,0,86,48892,821629,480589,24479,1,1,8,0,1,560,12,7,2013
1976,2,0,97117000,0,0,27,40460,48552,89012,36414,1,2,3,0,0,723,23,12,2013
1972,3,0,80732848,1,0,23,11531,66892,2023,9440,3,4,2,0,5,565,15,7,2013
1964,2,0,63409537,1,0,17,1512,28490,5690,5558,3,4,3,0,0,560,14,7,2013
1951,2,1,98962000,0,1,36,26299,159817,12138,24276,5,6,6,1,1,380,14,1,2013
1962,3,1,100005938,0,1,59,1616,40519,4046,812,3,4,4,0,3,567,16,7,2013
1978,0,1,52877470,1,0,47,6069,19011,49619,0,2,0,0,0,3,560,16,7,2013
1960,2,0,185666280,0,0,78,68549,912702,207150,174749,1,3,6,0,5,561,13,7,2013
1972,2,0,45161000,1,0,76,0,24276,14161,6069,2,1,2,0,0,581,3,8,2013
1983,1,1,66058000,0,0,15,16184,4046,10115,10905,2,0,2,0,2,552,5,7,2013
1961,3,2,66081847,0,1,91,20978,58327,17680,5694,0,2,4,0,0,561,14,7,2013
1980,1,1,165021521,0,0,20,358483,1406186,299089,121715,0,2,8,0,4,562,16,7,2013
1957,2,2,151895227,0,1,66,158313,336680,168404,61209,3,10,7,0,4,567,20,7,2013
1972,2,0,139478044,0,0,39,110374,341470,36378,147488,1,8,4,0,4,562,14,7,2013
1975,2,2,49038025,1,0,63,2596,19094,30377,23421,1,2,3,0,6,567,19,7,2013
1952,2,3,43427000,1,1,34,10796,0,18793,10115,0,2,5,1,1,820,30,3,2014
1976,1,2,114051393,0,0,73,76855,257590,75296,70897,4,5,8,0,2,561,15,7,2013
1973,2,2,138318921,0,0,33,26766,622580,184366,84757,2,6,9,0,5,561,15,7,2013
1957,2,1,178997000,0,1,54,78897,582624,105196,115311,0,7,3,0,1,511,25,5,2013
1982,2,0,128058000,0,1,54,97104,208369,113288,70805,3,1,10,0,0,587,9,8,2013
1975,1,2,40830000,0,0,100,8092,0,16184,14161,2,0,3,0,0,808,18,3,2014
1959,2,3,161228963,0,0,36,38437,898677,287377,27110,4,1,8,0,2,560,14,7,2013
1946,2,2,151464000,0,0,18,161840,1252237,345056,360094,0,3,6,0,6,780,18,2,2014
1984,3,2,60631000,1,0,9,8092,6069,0,0,1,0,1,0,0,752,21,1,2014
1965,2,0,138401708,0,0,28,62278,987508,243307,135616,1,2,5,0,5,562,16,7,2013
1994,1,0,177879913,0,0,71,147286,1206155,116108,214510,2,6,10,0,3,561,15,7,2013
1965,2,1,97986796,0,1,37,16043,147160,12462,18996,3,5,6,0,1,567,16,7,2013
1976,2,1,78077598,0,0,70,29961,48085,0,43902,0,2,1,0,3,560,13,7,2013
1969,2,2,80435845,1,1,38,3181,4753,2887,7954,1,2,2,0,3,564,16,7,2013
1965,1,3,158692000,0,1,2,159817,368186,360094,281197,0,9,5,0,6,372,6,1,2013
1955,4,1,120255000,0,1,52,0,123403,6069,0,4,10,9,0,0,286,12,10,2012
1979,4,2,165410501,0,0,45,45741,671964,10562,44243,0,7,5,0,5,560,13,7,2013
1969,2,2,187786000,0,0,22,198254,1642676,311542,161840,2,5,4,0,0,565,18,7,2013
1975,4,1,135027585,0,0,44,0,912365,75026,124142,4,7,11,0,2,561,15,7,2013
1988,2,0,190586485,0,0,50,191808,1894896,132109,154828,2,4,10,0,5,560,11,7,2013
1958,1,0,68273000,0,0,34,52598,30345,26299,37501,1,3,5,0,4,560,13,7,2013
1961,3,2,136740000,0,1,0,28322,123403,26299,4046,0,3,7,0,0,865,14,5,2014
1969,1,1,138364361,0,0,96,29858,106046,46969,26891,4,7,6,0,4,561,14,7,2013
1978,2,1,78386769,0,0,5,7254,29017,17756,25745,1,3,0,0,5,559,12,7,2013
1974,3,0,76711376,1,0,33,10323,200425,40098,14267,4,5,5,0,5,565,17,7,2013
1967,2,1,41080339,1,0,40,3571,43941,4574,10679,3,3,1,0,3,567,19,7,2013
1964,2,0,138310773,0,0,22,69835,986552,220439,110083,1,4,6,0,5,567,17,7,2013
1977,2,1,88992000,1,0,48,76874,477428,182070,155771,4,13,5,0,1,288,14,10,2012
1969,3,3,48490000,1,0,99,14161,60690,32368,24276,3,4,2,0,0,325,20,11,2012
1947,3,3,101505007,0,0,71,194611,759674,258262,192588,0,4,10,0,3,567,17,7,2013
1974,2,0,57811258,0,0,42,3880,8009,4122,165,0,0,4,0,1,559,13,7,2013
1963,2,0,166733041,0,0,67,96198,1836032,107241,225258,0,4,11,0,4,561,13,7,2013
1977,2,2,87010000,1,0,77,16184,347956,54621,32368,4,8,6,0,2,825,4,4,2014
1948,2,1,151363292,0,0,17,165880,1276480,403138,345420,0,3,5,0,6,568,21,7,2013
1967,4,2,109815000,0,1,70,0,46529,0,0,5,10,4,0,1,791,1,3,2014
1968,1,0,156620016,0,0,62,79943,1243614,305809,58952,1,5,13,0,0,561,13,7,2013
1959,2,1,142478000,0,1,9,93058,498066,18207,155771,2,7,10,0,0,634,25,9,2013
1971,2,1,56172308,1,0,47,36966,305568,80711,43588,4,8,1,0,0,567,18,7,2013
1973,3,1,168403683,0,0,56,49511,809412,200355,108504,0,3,10,0,5,559,11,7,2013
1963,2,1,81513916,1,1,37,10115,193956,764,27679,6,5,3,0,5,561,14,7,2013
1966,2,0,94489831,0,1,23,10691,53174,12135,0,4,4,3,0,5,565,16,7,2013
1964,4,2,78109000,1,1,57,0,50575,10115,4046,3,0,6,0,0,218,5,8,2012
1984,3,1,183922137,0,0,75,99258,1812964,72906,69402,1,7,10,0,3,557,9,7,2013
1962,3,2,157902000,0,0,0,80920,1567825,46529,331772,3,6,14,0,0,221,8,8,2012
1959,2,0,84718581,1,1,3,830,125082,11577,18892,4,3,4,0,6,561,14,7,2013
1966,2,0,192499951,0,0,21,39839,1107619,217271,220557,0,4,9,0,2,560,14,7,2013
1968,3,1,100428057,0,0,51,3987,810446,6992,3437,2,3,4,0,3,560,16,7,2013
1957,3,1,85914000,1,2,33,14161,34391,0,0,5,3,1,0,1,812,22,3,2014
1979,4,2,175279000,0,0,9,34391,825384,10115,36414,0,10,5,0,5,584,6,8,2013
1962,2,1,77902429,1,0,39,15236,76696,31645,29301,3,1,4,0,5,560,13,7,2013
1955,2,2,151679865,0,1,76,163174,348987,143466,77380,3,9,6,0,4,568,20,7,2013
1975,4,1,64031005,1,0,26,4090,5848,264,6069,4,1,2,0,0,560,14,7,2013
1973,3,0,81933568,1,0,93,18849,41613,30118,7354,2,1,4,0,2,559,14,7,2013
1964,1,2,94493000,0,1,87,24276,38437,60690,36414,1,1,3,0,0,609,31,8,2013
1977,2,0,109250000,1,1,56,14161,155771,50575,4046,7,4,3,0,0,408,11,2,2013
1973,4,2,85299000,0,1,86,6069,89012,0,34391,3,1,4,0,0,652,13,10,2013
1959,3,2,139724667,0,1,62,8913,108361,3748,0,2,5,5,0,3,565,17,7,2013
1977,3,1,111579000,1,1,58,16184,119357,30345,10115,5,3,7,0,2,405,8,2,2013
1950,3,0,17824209,0,1,61,4207,23454,1451,7769,5,3,2,0,1,561,16,7,2013
1981,3,0,64834801,1,0,61,9971,29338,4189,0,1,1,3,0,3,558,13,7,2013
1955,2,1,178004000,0,0,64,58667,697935,155771,89173,2,3,9,0,4,497,11,5,2013
1982,2,1,51698177,1,0,26,14970,106813,19010,11652,1,0,3,0,6,560,13,7,2013
1955,3,1,104493113,0,1,65,4046,123499,12754,4572,6,9,4,0,4,562,15,7,2013
1980,3,2,138329376,0,0,71,200187,586027,40872,267657,0,7,4,0,4,562,17,7,2013
1967,2,0,180485895,0,0,60,334268,1928209,243318,219444,0,6,7,0,6,561,15,7,2013
1959,3,0,180019000,0,0,15,60690,1755964,50575,32368,1,5,5,0,1,688,18,11,2013
1957,4,2,117386779,0,0,73,12022,169917,3636,5864,2,5,7,0,3,561,16,7,2013
1973,2,3,119339000,0,1,78,157794,750533,0,256921,8,12,11,0,0,459,3,4,2013
1963,2,3,95876000,0,1,23,8092,34391,14161,0,3,3,5,0,0,738,7,1,2014
1953,3,2,105679000,1,1,58,0,42483,0,0,4,1,4,0,0,888,6,6,2014
1967,2,1,178945084,0,0,71,156413,728602,147662,224039,1,9,9,0,5,560,15,7,2013
1984,2,2,49832545,1,0,54,13598,35355,12948,686,0,1,0,0,0,559,13,7,2013
1968,2,2,156269453,0,0,23,141843,986873,358265,147912,0,6,4,0,5,567,19,7,2013
1950,3,0,108738092,0,1,17,11658,87029,16655,2997,7,8,6,0,4,565,17,7,2013
1964,2,1,110786318,0,1,39,30350,270850,23151,4492,7,7,8,0,4,561,16,7,2013
1969,3,2,155660764,0,0,45,106172,918960,398034,182184,0,6,3,0,5,561,16,7,2013
1951,3,2,172995184,0,0,22,80044,981848,187576,185603,1,1,10,0,6,558,13,7,2013
1972,2,2,40215000,1,0,27,0,12138,8092,14161,0,1,1,0,2,760,29,1,2014
1966,2,2,143597135,0,0,80,81022,636002,116993,111124,2,8,9,0,3,565,18,7,2013
1965,0,0,108994019,1,1,40,7099,4291,8205,661,2,0,4,0,0,559,14,7,2013
1965,2,0,165997224,0,0,68,176727,1821981,153637,156601,0,3,10,0,4,562,15,7,2013
1991,1,0,104622575,0,0,35,66768,433658,61066,69403,6,7,3,0,4,561,14,7,2013
1965,2,0,148992000,0,1,75,214438,299404,105196,242760,0,6,9,0,3,872,21,5,2014
1964,3,0,193292908,0,0,24,37045,1388462,253684,205408,0,3,9,0,2,561,14,7,2013
1972,3,1,173707643,0,0,61,128231,611171,106595,45348,0,7,9,0,5,560,13,7,2013
1974,4,2,163139000,0,0,14,396508,341887,115311,299404,3,4,12,0,0,667,28,10,2013
1972,2,0,176262985,0,0,87,148754,640394,121098,187729,0,6,10,0,5,560,15,7,2013
1978,2,0,188882814,0,0,70,120085,1576537,124937,93779,2,3,8,0,5,558,11,7,2013
1990,1,2,107857487,1,0,16,17488,27243,3327,0,1,0,2,0,0,560,13,7,2013
1959,4,1,110038000,0,1,54,22253,99127,34391,12138,0,9,6,0,0,570,23,7,2013
1952,2,2,134630130,0,0,48,55712,235239,20258,29329,2,5,7,0,4,561,15,7,2013
1981,1,2,25301000,0,0,35,13460,22253,20230,22253,2,1,2,0,0,337,2,12,2012
1965,2,1,122894539,0,0,37,127817,437474,150278,208511,2,7,2,0,1,567,17,7,2013
1974,2,1,120748000,0,1,52,8092,165886,147679,143633,0,4,7,0,0,560,15,7,2013
1971,3,0,95024085,0,1,6,9024,91765,15753,3500,4,6,5,0,5,565,16,7,2013
1974,4,1,63821000,1,0,72,2023,22253,4046,2023,4,1,1,0,1,875,24,5,2014
1968,3,2,124384244,0,0,65,144044,832709,187349,140692,3,10,4,0,5,568,19,7,2013
1972,4,1,80844935,1,1,128,15116,27723,14444,1925,0,4,5,0,0,559,12,7,2013
1986,1,2,31357000,1,0,4,10115,60690,14161,4046,5,6,3,1,0,315,10,11,2012
1987,2,0,138590355,0,0,18,10531,918943,350682,116787,0,2,5,0,5,560,15,7,2013
1972,2,0,174353967,0,0,16,72713,1475593,80597,277238,0,8,9,0,6,561,14,7,2013
1976,2,0,56372241,1,0,62,15628,261406,18603,793,2,2,4,0,2,560,13,7,2013
1970,3,2,143342270,0,1,40,237687,348613,158329,86343,1,4,11,0,1,567,18,7,2013
1981,2,0,153814093,0,0,53,107866,699128,123140,50312,1,4,10,0,2,557,11,7,2013
1973,3,1,155336573,0,0,97,210399,1220829,81846,71578,2,3,6,0,1,561,14,7,2013
1968,1,2,15564369,0,0,12,5650,19239,16532,18513,1,17,1,0,2,565,17,7,2013
1974,2,2,76701303,1,1,58,10115,38437,20230,10115,2,0,3,0,0,576,29,7,2013
1975,1,1,76789000,1,0,47,16175,68782,4046,8092,2,3,1,0,0,667,28,10,2013
1958,1,1,110627219,0,1,66,16679,76757,3757,0,5,6,6,0,5,565,18,7,2013
1980,2,0,82922758,1,0,29,16491,46221,4925,923,3,2,2,0,2,560,15,7,2013
1977,0,1,52349606,1,0,48,9792,25492,60544,10759,2,0,4,0,3,560,17,7,2013
1977,2,1,32582637,1,0,34,9273,36590,1683,49706,4,4,4,0,6,565,17,7,2013
1988,3,0,191773904,0,0,31,243851,1834459,195355,288181,0,6,10,0,5,561,15,7,2013
1981,2,1,142748000,1,0,44,58667,325703,91035,64736,3,13,10,0,0,316,11,11,2012
1972,3,1,45453000,1,0,26,32368,78897,70805,48552,3,6,0,0,5,510,24,5,2013
1982,2,2,77728140,0,0,11,15943,35561,37536,39235,1,2,0,0,5,557,12,7,2013
1962,3,4,171143607,0,0,25,63200,1135467,135401,198462,1,4,11,0,3,559,14,7,2013
1967,3,1,136780000,0,1,22,12138,78897,2023,12138,0,2,6,0,0,578,31,7,2013
1962,2,0,152266330,0,0,21,116182,399698,115618,76050,2,9,4,0,4,561,16,7,2013
1996,2,2,76362801,0,0,36,22110,184922,111933,66151,0,1,1,0,0,565,15,7,2013
1966,2,1,138651000,0,0,89,66759,877982,46529,54621,0,0,7,0,0,722,22,12,2013
1974,2,1,181634546,0,0,27,192797,1596177,148914,146954,0,5,9,0,6,560,16,7,2013
1972,3,2,72997045,1,0,21,11238,122649,7192,8616,2,3,3,0,6,561,15,7,2013
1955,2,2,83448000,0,1,66,15218,155771,2023,4046,1,3,4,0,0,373,7,1,2013
1960,2,1,137669569,0,0,88,230689,397394,167502,206627,4,9,7,0,3,568,18,7,2013
1968,3,1,100432731,0,0,51,4112,860619,7180,3657,2,2,4,0,3,560,16,7,2013
1973,2,1,102020389,0,1,38,18148,86779,60455,26257,1,6,2,0,4,565,18,7,2013
1970,2,1,152801167,0,0,21,100784,347248,260504,5096,0,10,9,0,4,561,15,7,2013
1987,2,2,166024116,0,0,19,101798,1053481,74980,107791,1,2,11,0,6,560,14,7,2013
1967,2,0,124414311,0,0,72,104476,366972,98257,33821,0,6,8,0,5,560,14,7,2013
1950,2,2,166041958,0,0,82,27845,862785,83587,90854,0,10,6,0,4,561,14,7,2013
1990,2,0,190372010,0,0,26,208076,1520566,184115,248312,1,7,10,0,5,561,13,7,2013
1949,2,2,101415589,0,0,63,193816,754006,255557,189774,0,4,9,0,3,567,17,7,2013
1957,3,0,132659000,0,0,42,129472,1015546,394485,6069,4,2,5,0,0,744,13,1,2014
1980,2,2,159842000,0,0,96,58667,896189,70805,115311,0,4,12,0,1,746,15,1,2014
1953,3,1,121870021,0,1,59,20230,229738,27315,10551,0,7,10,0,3,563,16,7,2013
1964,4,3,170971905,0,0,36,106030,1295426,137371,189102,2,4,9,0,3,560,16,7,2013
1955,2,1,152034254,0,0,42,162012,335789,117678,74879,3,10,4,0,4,568,18,7,2013
1962,4,1,77546550,1,0,33,5350,100301,12213,0,5,3,2,0,5,561,14,7,2013
1960,1,1,165078883,0,0,77,61334,777460,313953,43985,0,2,11,0,5,562,14,7,2013
1971,4,2,124485000,1,1,15,84966,621061,101150,86989,8,9,7,0,6,538,21,6,2013
1982,2,1,138530064,0,0,36,2749,667313,269517,92373,1,6,7,0,5,560,13,7,2013
1983,3,0,37651000,2,0,75,0,2023,0,0,2,0,3,0,0,635,26,9,2013
1971,2,0,139616362,0,0,36,98112,307872,35887,76142,0,8,4,0,4,561,15,7,2013
1972,3,0,139481223,0,0,20,43398,986682,135811,65120,2,4,5,0,5,562,16,7,2013
1975,2,1,167979576,0,0,65,115024,1138249,229558,254542,2,5,7,0,5,558,12,7,2013
1967,2,0,45118112,1,0,79,0,25164,12677,6810,2,0,1,0,0,560,12,7,2013
1969,2,2,25464580,0,0,35,2023,17484,361,2530,0,8,3,0,2,561,15,7,2013
1953,3,0,201165482,0,0,43,58205,1438260,195205,144963,0,5,8,0,5,561,16,7,2013
1963,4,2,113976624,0,1,2,5556,130848,26272,17937,1,9,10,0,0,565,17,7,2013
1974,2,2,138511110,0,0,67,30918,259645,106838,110751,0,7,11,0,1,561,15,7,2013
1969,4,2,117163418,0,1,70,2024,89031,0,4049,2,2,10,0,3,561,15,7,2013
1959,2,3,63545739,0,0,9,137612,475762,207749,189420,1,8,5,0,6,561,16,7,2013
1961,3,0,205687685,0,0,22,40574,1434734,236945,226771,0,5,10,0,5,561,15,7,2013
1983,2,2,166435946,0,0,27,256077,1504428,51406,364344,2,3,6,0,5,558,13,7,2013
1947,1,1,102145000,0,0,29,42483,475405,103173,212415,0,9,12,0,0,561,14,7,2013
1959,1,0,166392871,0,0,76,113469,1917258,156693,186507,0,4,12,0,4,560,14,7,2013
1968,3,1,166066636,0,0,45,84389,879645,225137,36991,1,1,11,0,5,557,10,7,2013
1980,1,1,165544238,0,0,27,58525,767664,151654,48117,2,2,10,0,5,560,13,7,2013
1976,2,1,69520776,1,0,41,7809,38641,41967,3841,1,4,2,0,2,561,16,7,2013
1973,2,2,151942000,0,1,57,44506,515865,163863,82943,2,7,10,0,4,676,6,11,2013
1953,3,3,127481000,0,1,48,139587,574532,109242,93058,5,9,8,0,6,274,30,9,2012
1979,3,1,165350617,0,0,22,54192,840955,70378,40766,0,3,7,0,5,560,11,7,2013
1961,4,0,103207000,1,1,27,0,8092,10115,0,0,0,2,0,0,835,14,4,2014
1970,2,1,140846000,0,0,70,198254,639456,48552,82943,0,6,5,0,2,561,14,7,2013
1960,2,0,166346507,0,0,83,114711,1952473,111138,171666,0,4,11,0,4,561,14,7,2013
1979,0,1,31356466,1,0,48,3674,19320,14077,17214,1,3,2,0,2,560,15,7,2013
1986,1,2,114837972,0,0,55,76402,225229,66892,81729,4,4,7,0,2,561,16,7,2013
1964,2,2,151817208,0,1,66,100999,436421,154153,80294,2,8,8,0,4,561,16,7,2013
1959,3,1,81646833,0,1,49,2546,10493,523,2619,0,2,0,0,3,561,14,7,2013
1960,2,2,150669774,0,0,29,198131,1584358,302759,184135,0,5,5,0,6,568,20,7,2013
1970,3,0,94927451,0,1,11,10773,84637,16889,2728,4,6,4,0,5,565,16,7,2013
1990,3,0,191726000,0,0,30,248829,1846999,198254,297381,1,6,11,0,5,777,15,2,2014
1951,4,2,117506777,0,0,75,17384,169358,5586,6839,2,6,6,0,3,561,14,7,2013
1968,2,2,85963436,0,1,66,1243,139552,16319,18647,6,7,3,0,6,565,18,7,2013
1986,3,2,54703000,1,0,67,2023,26299,12138,0,0,1,3,0,1,461,5,4,2013
1979,0,1,31919000,1,0,75,8092,4046,34391,70805,4,1,3,0,0,225,12,8,2012
1961,2,0,169235767,0,0,38,132208,1246808,154822,83123,1,6,12,0,1,560,16,7,2013
1949,3,2,122729321,1,1,3,1221,99547,4426,0,9,4,9,0,5,561,15,7,2013
1950,2,2,166117841,0,0,66,36250,956129,120085,111868,0,10,5,0,4,561,13,7,2013
1990,2,0,137159464,0,0,60,197240,263530,412300,114159,3,5,8,0,2,561,15,7,2013
1988,4,0,58555000,0,0,55,4046,32368,12138,4046,1,1,3,0,0,869,18,5,2014
1992,2,0,44865000,1,0,4,28322,58667,32368,10115,3,2,1,0,3,827,6,4,2014
1948,3,3,115733176,1,1,48,157,109161,104,14370,3,7,7,0,0,561,15,7,2013
1976,3,0,170150481,0,0,74,195169,1346713,149977,175338,0,6,6,0,6,560,14,7,2013
1967,2,1,147953453,0,0,5,67774,307856,28814,16684,0,4,12,0,4,568,18,7,2013
1970,3,2,133994948,0,0,2,65505,710173,80410,42383,1,3,7,0,6,561,16,7,2013
1988,1,2,42633000,1,0,3,26299,2023,10115,32368,3,3,5,0,1,304,30,10,2012
1976,0,0,51380329,0,0,43,11031,27399,62169,10481,2,0,3,0,3,565,18,7,2013
1972,1,0,98554000,1,0,62,74851,157794,113288,30345,2,7,5,0,2,720,20,12,2013
1985,2,2,181033740,0,0,88,43966,267263,224326,300308,0,7,9,0,1,566,18,7,2013
1977,2,1,169434483,0,0,25,354746,1405748,255426,185321,0,1,8,0,4,558,11,7,2013
1970,3,0,139815505,0,0,25,43085,1001376,100482,66370,2,3,5,0,5,567,17,7,2013
1971,4,2,108601000,0,1,98,18207,54621,6069,20230,0,4,4,0,0,793,3,3,2014
1980,2,0,84143008,1,0,39,20902,139635,45795,27814,1,9,3,0,6,561,16,7,2013
1963,2,1,150717337,0,0,16,191797,1431983,264004,220989,2,7,5,0,6,568,20,7,2013
1960,2,1,75500616,0,0,57,27212,83251,62826,36218,2,3,2,0,1,562,16,7,2013
1963,2,0,77687000,1,1,33,18207,277151,4046,32368,7,3,6,0,6,442,17,3,2013
1965,2,1,164124709,0,0,36,96193,480998,218952,209683,0,5,9,0,5,560,14,7,2013
1990,2,0,187753518,0,0,19,129266,889276,156773,153417,2,10,10,0,5,561,14,7,2013
1964,2,0,99215240,0,1,89,82913,136062,122607,27785,6,1,8,0,1,561,13,7,2013
1960,4,2,97930475,0,0,87,10067,45172,7203,4854,4,4,8,0,5,561,16,7,2013
1977,2,2,78885377,1,0,5,9298,47382,12125,2437,3,0,4,0,0,560,15,7,2013
1976,2,1,140996794,0,0,43,211143,994052,158663,132797,1,6,8,0,1,565,16,7,2013
1967,3,1,165827486,0,0,88,211528,1610034,54057,133677,0,8,8,0,4,568,18,7,2013
1985,3,1,76270113,0,0,31,75963,105341,118191,56534,2,0,4,0,5,560,14,7,2013
1974,2,1,112861096,0,1,3,24276,121380,10115,62713,0,4,6,0,1,560,13,7,2013
1966,2,0,93386407,0,1,38,10163,48697,10870,2632,4,4,4,0,5,561,15,7,2013
1971,2,1,117674047,1,1,74,78260,272494,34337,29426,7,6,5,0,4,561,15,7,2013
1958,4,0,102971000,0,0,84,16184,109242,8092,10115,1,0,6,0,1,673,3,11,2013
1981,2,1,138361010,0,0,6,36336,929724,281800,73761,0,6,7,0,5,561,11,7,2013
1962,1,2,64844125,1,0,82,5425,47447,0,15309,3,1,1,0,2,562,16,7,2013
1972,2,1,158272748,0,0,59,159594,1226805,256872,74841,1,3,6,0,0,561,15,7,2013
1975,2,0,165337539,0,0,38,297032,1558989,236638,130488,0,2,9,0,4,561,16,7,2013
1988,2,0,190741243,0,0,61,159972,1921638,95180,75239,2,3,10,0,5,560,11,7,2013
1916,4,1,169928039,0,0,46,269596,1285650,185283,131765,3,3,4,0,3,568,22,7,2013
1988,2,0,45127000,1,0,94,8092,24276,6069,0,1,1,1,0,1,582,4,8,2013
1973,2,3,88414000,1,1,86,22253,153748,16184,20559,3,6,5,0,0,647,8,10,2013
1973,2,1,102024158,0,1,39,17580,84751,58184,25851,1,6,2,0,4,565,17,7,2013
1960,2,2,130955000,0,1,8,76874,853706,66759,32368,2,6,6,0,0,318,13,11,2012
1960,2,0,91486000,1,1,13,0,2023,0,8092,0,4,1,0,0,819,29,3,2014
1974,2,2,77080009,1,1,63,1121,53071,6970,17124,0,1,4,0,1,562,15,7,2013
1941,2,2,108561000,0,0,22,70805,210392,101150,18207,0,9,4,0,4,826,5,4,2014
1979,3,1,154836000,0,0,88,101150,831453,184093,141610,0,5,11,0,1,703,3,12,2013
1961,3,1,150039000,0,0,90,36414,305473,97104,14161,3,2,7,0,0,727,27,12,2013
1974,2,2,84155232,1,0,63,13644,209620,1176,42153,5,6,6,0,5,561,14,7,2013
1976,1,2,101927000,1,0,32,0,97104,40460,18207,5,1,1,0,0,255,11,9,2012
1951,4,2,163292000,0,1,66,72828,671636,36414,70805,0,7,8,0,0,300,26,10,2012
1968,2,1,112723000,0,0,10,4046,137564,4046,0,2,11,8,0,1,368,2,1,2013
1951,3,1,14353838,1,1,67,1121,18734,9741,7344,2,0,0,0,2,560,15,7,2013
1959,2,0,140776741,0,0,38,31010,222220,18994,32197,0,5,6,0,4,563,15,7,2013
1969,2,1,80704324,0,1,31,1619,10518,1211,0,2,2,1,0,2,567,18,7,2013
1978,2,2,96194000,0,1,38,16184,137564,18207,0,3,6,9,0,0,698,28,11,2013
1984,3,2,166286282,0,0,60,81320,550566,68196,57987,1,6,6,0,6,560,11,7,2013
1970,2,1,102042252,0,1,48,14854,75016,47280,23904,1,6,3,0,4,562,17,7,2013
1985,2,0,92401190,1,1,24,0,40728,11658,9050,3,0,3,0,0,561,14,7,2013
1985,2,1,49859833,1,0,73,15681,64605,14111,12460,0,5,0,0,0,560,13,7,2013
1951,4,3,126633889,0,1,44,230203,206388,107583,29725,6,6,4,0,0,562,16,7,2013
1954,3,1,82806736,0,1,59,1940,14491,247,0,0,2,0,0,3,561,15,7,2013
1960,2,1,124799515,0,0,75,15524,112932,15783,3587,0,7,7,0,4,562,15,7,2013
1964,4,2,169315104,0,0,45,102321,826448,96190,81465,0,3,11,0,3,561,15,7,2013
1980,2,1,91282746,0,1,55,5993,51095,4196,3147,2,1,3,0,1,557,13,7,2013
1965,2,1,81447204,1,0,38,6074,220201,5656,34809,5,5,3,0,5,567,17,7,2013
1962,2,0,166147421,0,0,88,155560,1812237,76382,154726,0,6,10,0,4,561,16,7,2013
1970,2,2,94357000,0,1,17,2023,44506,0,0,4,5,5,0,5,759,28,1,2014
1973,3,0,82760916,0,0,31,58693,186418,64656,55701,2,3,3,0,6,561,18,7,2013
1970,3,3,105307055,1,1,70,3599,165013,3319,31097,6,5,6,0,0,562,16,7,2013
1944,3,1,191518203,0,0,80,83245,1311349,129592,44606,0,6,5,0,5,562,15,7,2013
1983,2,2,49857315,1,0,50,328,29769,22006,11973,1,0,0,0,0,560,12,7,2013
1966,3,1,143714245,0,1,79,88337,532834,80425,50540,1,8,6,0,5,561,16,7,2013
1981,2,2,56931000,1,0,19,16184,73460,30345,14161,3,3,5,0,0,697,27,11,2013
1956,4,2,103476000,2,1,7,86989,380324,91035,78897,10,9,8,0,1,327,22,11,2012
1979,2,2,35150000,1,0,80,24276,14161,30278,20230,3,3,1,0,2,762,31,1,2014
1980,2,2,167130226,0,0,42,200682,1375752,127360,327879,2,4,7,0,5,561,17,7,2013
1962,3,3,156752988,0,0,33,51178,693428,138259,43847,0,5,8,0,3,561,15,7,2013
