tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1958,Sarjana,Rencana Menikah,99315688.0,0.0,1.0,85.0,7857.0,105051.0,9822.0,292.0,2.0,2.0,5.0,0.0,
1973,Sarjana,Sendiri,14715000.0,1.0,0.0,58.0,0.0,26299.0,24276.0,16184.0,2.0,3.0,5.0,0.0,2013-12-26
1974,Sarjana,Rencana Menikah,,0.0,0.0,52.0,122613.0,578613.0,141853.0,171226.0,1.0,10.0,9.0,0.0,
1960,Magister,Menikah,112749562.0,0.0,1.0,56.0,13881.0,147399.0,6906.0,7673.0,3.0,10.0,5.0,0.0,
1978,Sarjana,Rencana Menikah,138347076.0,0.0,0.0,4.0,44459.0,936827.0,255674.0,60877.0,0.0,7.0,7.0,0.0,
1974,SMA,Sendiri,147845000.0,0.0,0.0,68.0,61237.0,295173.0,985.0,34678.0,1.0,2.0,3.0,0.0,
1951,Sarjana,Rencana Menikah,136633211.0,0.0,0.0,9.0,49431.0,1350743.0,136051.0,42264.0,0.0,3.0,11.0,,
1975,Sarjana,Menikah,136200732.0,0.0,0.0,57.0,37862.0,910119.0,68782.0,120952.0,1.0,8.0,8.0,0.0,
1974,Sarjana,Cerai,139484462.0,0.0,0.0,47.0,21818.0,529586.0,153081.0,40104.0,4.0,3.0,10.0,0.0,
1950,SMA,Menikah,,0.0,0.0,0.0,150999.0,482023.0,37304.0,73382.0,0.0,9.0,7.0,,
1973,Sarjana,Menikah,69726180.0,1.0,0.0,40.0,1142.0,38019.0,8709.0,0.0,1.0,1.0,4.0,0.0,
1945,Magister,Rencana Menikah,164310909.0,0.0,0.0,70.0,193050.0,1492009.0,13171.0,85115.0,0.0,1.0,7.0,0.0,
1957,Sarjana,Rencana Menikah,179013929.0,0.0,0.0,54.0,80026.0,599274.0,,119136.0,0.0,6.0,3.0,0.0,
1968,Magister,Sendiri,108782455.0,0.0,1.0,,12679.0,162306.0,19790.0,23335.0,5.0,3.0,7.0,,
1954,Sarjana,Menikah,151665886.0,0.0,1.0,77.0,169502.0,340088.0,142379.0,,3.0,9.0,,0.0,
1955,Magister,Rencana Menikah,170132465.0,0.0,0.0,60.0,107264.0,873062.0,349556.0,240590.0,0.0,3.0,11.0,0.0,
1962,Magister,Rencana Menikah,180313308.0,0.0,0.0,,173886.0,1441258.0,82125.0,145276.0,,5.0,7.0,,
1968,Sarjana,Rencana Menikah,147938140.0,0.0,0.0,14.0,62372.0,274488.0,16823.0,5791.0,1.0,4.0,10.0,,
1984,Sarjana,Sendiri,179154008.0,,0.0,27.0,151476.0,1405101.0,229005.0,246761.0,0.0,7.0,9.0,0.0,
1954,Sarjana,Cerai,132954909.0,0.0,0.0,24.0,101550.0,1348989.0,65317.0,,1.0,6.0,8.0,0.0,
1978,Sarjana,Sendiri,97163000.0,0.0,1.0,46.0,2023.0,,0.0,8092.0,1.0,2.0,2.0,0.0,2013-07-03
1983,Sarjana,Rencana Menikah,67244498.0,1.0,0.0,,16549.0,77415.0,12687.0,31251.0,3.0,3.0,3.0,0.0,
1976,Doktor,Sendiri,171027747.0,0.0,0.0,86.0,212037.0,,,180636.0,0.0,6.0,8.0,0.0,
1980,,Sendiri,186710006.0,0.0,0.0,76.0,,1832130.0,67608.0,72459.0,2.0,3.0,9.0,0.0,
1972,Sarjana,Sendiri,174427435.0,0.0,0.0,27.0,90804.0,1507322.0,107038.0,268331.0,0.0,8.0,9.0,0.0,
1967,Sarjana,Sendiri,124690610.0,0.0,1.0,48.0,25802.0,507155.0,23817.0,33741.0,1.0,5.0,,0.0,
1990,Sarjana,Rencana Menikah,140671000.0,0.0,0.0,77.0,58667.0,566440.0,374255.0,117334.0,3.0,5.0,8.0,0.0,2013-04-01
1982,Sarjana,Menikah,166115615.0,0.0,0.0,16.0,60612.0,930609.0,69594.0,108714.0,2.0,3.0,10.0,0.0,
1977,Doktor,Sendiri,103627000.0,0.0,1.0,67.0,0.0,281197.0,22253.0,22253.0,0.0,5.0,8.0,0.0,2012-11-30
1990,Sarjana,Sendiri,185609468.0,0.0,0.0,,58932.0,402943.0,125293.0,57448.0,3.0,13.0,10.0,0.0,
1958,SMA,Sendiri,166493085.0,0.0,0.0,63.0,110334.0,1850899.0,234025.0,214722.0,0.0,5.0,12.0,0.0,
1975,SMP,Rencana Menikah,27755830.0,0.0,0.0,36.0,12138.0,25910.0,35731.0,25334.0,0.0,0.0,2.0,,
1970,SMA,Rencana Menikah,165720429.0,0.0,0.0,26.0,253548.0,1526666.0,344949.0,187834.0,0.0,4.0,9.0,0.0,
1980,Sarjana,Sendiri,162133357.0,0.0,0.0,,,1839866.0,358456.0,12572.0,1.0,5.0,5.0,,
1973,Sarjana,Sendiri,165168000.0,0.0,0.0,69.0,337841.0,534072.0,,50575.0,0.0,2.0,7.0,0.0,2014-06-29
1996,Sarjana,Sendiri,72175000.0,0.0,0.0,59.0,2023.0,14161.0,0.0,8092.0,2.0,0.0,2.0,0.0,2014-03-28
1984,Magister,Menikah,166316542.0,0.0,0.0,,76665.0,519125.0,67162.0,57182.0,1.0,6.0,6.0,0.0,
1973,Sarjana,Sendiri,199458366.0,0.0,0.0,39.0,85804.0,1650092.0,172585.0,153359.0,1.0,4.0,10.0,0.0,
1962,SMP,Menikah,57674000.0,0.0,0.0,75.0,18207.0,14161.0,14161.0,22253.0,0.0,5.0,,0.0,2014-06-18
1979,SMA,Sendiri,78774552.0,1.0,0.0,67.0,12067.0,64454.0,32297.0,21468.0,1.0,4.0,2.0,0.0,
1955,Sarjana,Sendiri,108951000.0,1.0,1.0,30.0,2023.0,50575.0,16184.0,4046.0,4.0,,4.0,0.0,2013-05-30
1958,Magister,Menikah,160740818.0,0.0,0.0,57.0,37401.0,824684.0,49011.0,67841.0,1.0,2.0,7.0,0.0,
1952,Magister,Menikah,134968019.0,0.0,1.0,62.0,10344.0,106585.0,12367.0,7403.0,4.0,4.0,7.0,0.0,
1966,Sarjana,Sendiri,84294783.0,1.0,0.0,15.0,0.0,90769.0,7506.0,9658.0,2.0,2.0,2.0,0.0,
1965,Doktor,Cerai,168927000.0,0.0,0.0,87.0,153748.0,790993.0,242760.0,2023.0,,2.0,9.0,0.0,2013-05-06
1977,Sarjana,Sendiri,79600854.0,1.0,0.0,30.0,13820.0,128292.0,11797.0,7671.0,2.0,7.0,2.0,0.0,
1969,Sarjana,Sendiri,105217740.0,0.0,0.0,53.0,17596.0,212518.0,86669.0,,0.0,2.0,2.0,0.0,
1982,Doktor,Menikah,123989000.0,1.0,0.0,63.0,0.0,273105.0,143633.0,80920.0,1.0,1.0,11.0,0.0,2012-08-21
1974,Sarjana,,85866146.0,1.0,0.0,45.0,19627.0,219139.0,25179.0,40433.0,7.0,8.0,6.0,0.0,
1959,SMA,Menikah,112240000.0,0.0,1.0,19.0,0.0,22253.0,0.0,10115.0,0.0,0.0,5.0,,2014-03-21
1979,SMA,Rencana Menikah,164645031.0,0.0,0.0,22.0,63031.0,602608.0,130534.0,123826.0,1.0,3.0,9.0,0.0,
1978,Sarjana,Sendiri,42713910.0,1.0,0.0,50.0,8478.0,6453.0,771.0,14451.0,2.0,1.0,6.0,0.0,
1958,SMA,Rencana Menikah,110971271.0,0.0,1.0,47.0,15687.0,60156.0,3016.0,0.0,4.0,5.0,7.0,0.0,
1999,Sarjana,Sendiri,38147109.0,1.0,0.0,64.0,,38437.0,54643.0,1941.0,3.0,6.0,4.0,0.0,
1958,Sarjana,Menikah,158821305.0,0.0,0.0,65.0,56732.0,1507216.0,159438.0,293320.0,2.0,3.0,5.0,0.0,
1978,SMA,Rencana Menikah,29618765.0,1.0,0.0,48.0,6085.0,27653.0,6052.0,54137.0,3.0,2.0,4.0,0.0,
1964,,Cerai,,0.0,1.0,64.0,9519.0,398732.0,99344.0,76865.0,5.0,6.0,10.0,0.0,
1991,SMA,Rencana Menikah,142839072.0,0.0,,76.0,101938.0,1367288.0,53935.0,,2.0,5.0,9.0,0.0,
1977,SMA,Sendiri,103517649.0,0.0,0.0,56.0,39141.0,258688.0,35951.0,45962.0,5.0,7.0,,0.0,
1963,Sarjana,Rencana Menikah,108832439.0,0.0,0.0,18.0,187982.0,905430.0,77137.0,34447.0,2.0,5.0,6.0,0.0,
1976,Sarjana,,78360332.0,1.0,0.0,11.0,2402.0,29662.0,480.0,0.0,1.0,3.0,2.0,0.0,
1960,Sarjana,Sendiri,138357738.0,0.0,0.0,30.0,74339.0,1003489.0,218280.0,137727.0,1.0,2.0,5.0,0.0,
1958,Magister,Menikah,103532012.0,,1.0,75.0,5556.0,437360.0,158126.0,118546.0,,5.0,7.0,0.0,
1968,Doktor,Sendiri,93198422.0,0.0,0.0,78.0,4850.0,183484.0,47757.0,17030.0,5.0,5.0,5.0,0.0,
1961,Sarjana,Rencana Menikah,179932405.0,0.0,0.0,31.0,148172.0,1373597.0,113202.0,49359.0,3.0,5.0,7.0,0.0,
1955,Doktor,Menikah,122645235.0,0.0,1.0,5.0,2119.0,83463.0,,9105.0,5.0,8.0,8.0,0.0,
1980,Magister,Menikah,95124000.0,1.0,0.0,81.0,0.0,24276.0,4046.0,6069.0,2.0,3.0,4.0,0.0,
1967,Sarjana,Sendiri,191777114.0,0.0,0.0,72.0,121817.0,1717050.0,91621.0,25779.0,1.0,4.0,7.0,0.0,
1983,Doktor,Menikah,183142149.0,0.0,0.0,48.0,85809.0,1010674.0,95578.0,73946.0,0.0,8.0,11.0,0.0,
1962,Magister,Rencana Menikah,177562000.0,0.0,0.0,85.0,180047.0,833476.0,151725.0,260967.0,1.0,8.0,9.0,0.0,
1966,Sarjana,Rencana Menikah,46486000.0,1.0,0.0,71.0,6069.0,34391.0,10115.0,0.0,2.0,5.0,2.0,0.0,2014-01-25
1970,Sarjana,Menikah,160047000.0,1.0,0.0,75.0,248829.0,422807.0,24276.0,250852.0,3.0,,5.0,0.0,2013-05-27
1989,SMA,Sendiri,104291236.0,0.0,0.0,33.0,61427.0,392859.0,64014.0,64532.0,5.0,6.0,2.0,0.0,
1957,Sarjana,Menikah,94224000.0,0.0,0.0,73.0,80920.0,,311542.0,125426.0,3.0,5.0,12.0,0.0,2013-04-09
1960,Magister,Sendiri,151006977.0,1.0,1.0,52.0,146602.0,541863.0,22298.0,6367.0,1.0,6.0,11.0,0.0,
1972,Magister,Menikah,151471720.0,0.0,0.0,34.0,33380.0,556190.0,55851.0,38223.0,2.0,3.0,8.0,0.0,
1958,Doktor,Rencana Menikah,121868626.0,0.0,1.0,70.0,15989.0,151507.0,6688.0,6688.0,1.0,7.0,9.0,0.0,
1969,Doktor,Menikah,120677000.0,0.0,1.0,33.0,0.0,36414.0,6069.0,0.0,0.0,4.0,3.0,0.0,2013-10-30
1991,Sarjana,Sendiri,38016000.0,1.0,0.0,53.0,10115.0,38437.0,40460.0,10115.0,3.0,5.0,5.0,0.0,2013-11-22
1975,Sarjana,Sendiri,85034246.0,1.0,0.0,33.0,22486.0,89125.0,16117.0,22386.0,4.0,4.0,4.0,0.0,
1973,Doktor,Sendiri,121732000.0,0.0,1.0,73.0,,38437.0,10115.0,,1.0,7.0,,0.0,2014-02-05
1965,Magister,Sendiri,124210686.0,0.0,1.0,59.0,80610.0,269176.0,68549.0,10851.0,2.0,5.0,9.0,0.0,
1977,Magister,Sendiri,76564320.0,1.0,0.0,30.0,8173.0,212152.0,38143.0,9381.0,4.0,6.0,5.0,0.0,
1955,Magister,Rencana Menikah,170085422.0,0.0,0.0,60.0,106055.0,874755.0,352168.0,246589.0,0.0,,11.0,0.0,
1983,SMP,Sendiri,48986373.0,1.0,0.0,28.0,17687.0,39761.0,51273.0,10115.0,2.0,,2.0,0.0,
1966,Sarjana,Sendiri,82988422.0,1.0,0.0,13.0,10919.0,27701.0,16230.0,26528.0,2.0,4.0,1.0,0.0,
1976,Doktor,Cerai,140030717.0,0.0,1.0,99.0,36989.0,237580.0,82125.0,100129.0,4.0,4.0,9.0,0.0,
1941,Sarjana,Rencana Menikah,108413300.0,0.0,0.0,23.0,67655.0,207910.0,97141.0,17348.0,,9.0,4.0,0.0,
1974,Sarjana,Sendiri,59289667.0,1.0,0.0,43.0,2352.0,49847.0,4039.0,3024.0,1.0,0.0,2.0,,
1958,Magister,Rencana Menikah,155964994.0,0.0,0.0,22.0,49983.0,,94641.0,72138.0,2.0,,6.0,0.0,
1995,Sarjana,Sendiri,16906438.0,0.0,0.0,73.0,44738.0,189597.0,7528.0,40128.0,20.0,2.0,2.0,0.0,
1950,Doktor,Menikah,,0.0,1.0,8.0,0.0,10746.0,2276.0,1517.0,3.0,1.0,0.0,0.0,
1989,Magister,Rencana Menikah,184281052.0,0.0,0.0,90.0,269540.0,1352279.0,,177449.0,2.0,4.0,6.0,0.0,
1967,Sarjana,Menikah,154389000.0,0.0,0.0,9.0,147679.0,610946.0,317611.0,293335.0,0.0,3.0,6.0,0.0,2013-06-22
1959,SMA,Rencana Menikah,166517160.0,0.0,0.0,33.0,133927.0,1664009.0,397228.0,260493.0,0.0,7.0,11.0,0.0,
1969,Sarjana,Menikah,64002000.0,1.0,0.0,8.0,8092.0,10115.0,6069.0,8092.0,0.0,0.0,,0.0,2014-03-21
1961,Doktor,Menikah,116048413.0,0.0,1.0,106.0,135321.0,1035674.0,170439.0,117935.0,5.0,2.0,9.0,0.0,
1968,Doktor,Menikah,155773508.0,0.0,0.0,22.0,,840496.0,247904.0,104250.0,1.0,4.0,7.0,0.0,
1956,Magister,Menikah,80458082.0,1.0,1.0,19.0,1630.0,2352.0,1176.0,4892.0,1.0,0.0,4.0,0.0,
1953,Sarjana,Rencana Menikah,96720614.0,0.0,1.0,20.0,13515.0,333898.0,39230.0,70940.0,4.0,9.0,6.0,0.0,
1962,Sarjana,Sendiri,156995823.0,,0.0,61.0,156817.0,1289155.0,174692.0,58737.0,0.0,1.0,,0.0,
1956,,,124319810.0,0.0,0.0,86.0,23988.0,153239.0,29319.0,6663.0,1.0,10.0,8.0,0.0,
1970,Magister,Sendiri,61379333.0,1.0,0.0,30.0,7085.0,9139.0,7075.0,0.0,2.0,,3.0,0.0,
1960,Sarjana,Menikah,109893653.0,0.0,0.0,11.0,40876.0,253489.0,55658.0,13418.0,5.0,6.0,5.0,0.0,
1964,,Sendiri,37120783.0,0.0,0.0,,9067.0,61427.0,36937.0,26965.0,4.0,1.0,5.0,0.0,
1971,,Cerai,52502000.0,1.0,0.0,18.0,0.0,52598.0,12138.0,6069.0,1.0,6.0,4.0,0.0,2012-09-16
1963,Doktor,Menikah,117261771.0,0.0,0.0,71.0,6436.0,124721.0,1604.0,4848.0,2.0,3.0,9.0,0.0,
1977,SMA,Rencana Menikah,29747055.0,1.0,0.0,68.0,,29148.0,,74157.0,4.0,2.0,4.0,0.0,
1971,Sarjana,Sendiri,163409566.0,,0.0,31.0,96417.0,603097.0,190263.0,,1.0,5.0,9.0,0.0,
1981,Magister,Menikah,92059000.0,1.0,0.0,,24276.0,58667.0,,10115.0,0.0,0.0,1.0,0.0,2013-04-02
1955,Sarjana,Menikah,,1.0,0.0,32.0,3291.0,7923.0,3018.0,8228.0,0.0,2.0,4.0,0.0,
1959,SMA,Menikah,166511337.0,,0.0,50.0,130005.0,1681431.0,312281.0,241818.0,0.0,8.0,10.0,0.0,
1988,Sarjana,Menikah,151914000.0,0.0,0.0,26.0,323680.0,1258306.0,121380.0,60690.0,0.0,10.0,13.0,,2013-12-21
1975,Sarjana,Rencana Menikah,51358000.0,1.0,1.0,42.0,12138.0,34391.0,32368.0,16184.0,5.0,3.0,2.0,0.0,2013-01-14
1944,Magister,Rencana Menikah,139668000.0,0.0,0.0,30.0,109242.0,552279.0,196231.0,10115.0,3.0,4.0,5.0,0.0,2014-04-23
1969,Magister,Sendiri,170116516.0,0.0,0.0,69.0,164138.0,1184355.0,220351.0,201382.0,0.0,5.0,8.0,0.0,
1962,Magister,Rencana Menikah,,0.0,1.0,68.0,,146772.0,23716.0,,1.0,7.0,5.0,0.0,
1953,Sarjana,Menikah,105639109.0,0.0,1.0,57.0,2023.0,23654.0,2988.0,8869.0,0.0,0.0,2.0,0.0,
1984,Sarjana,Sendiri,142745000.0,0.0,0.0,67.0,95081.0,1090397.0,44506.0,0.0,3.0,0.0,10.0,0.0,2012-10-03
1959,SMA,Rencana Menikah,,1.0,1.0,62.0,16184.0,58667.0,2023.0,0.0,5.0,6.0,7.0,0.0,2013-05-16
1969,Sarjana,Rencana Menikah,179475520.0,0.0,0.0,32.0,304671.0,1363556.0,188701.0,286961.0,0.0,7.0,3.0,0.0,
1982,SMA,Rencana Menikah,54566783.0,1.0,,27.0,6008.0,10840.0,10737.0,9475.0,2.0,4.0,,0.0,
1968,Sarjana,Rencana Menikah,150502991.0,,0.0,15.0,200724.0,1476057.0,211056.0,212900.0,2.0,9.0,5.0,0.0,
1973,SMA,Menikah,141849364.0,0.0,0.0,43.0,73743.0,1019059.0,133597.0,16383.0,1.0,8.0,6.0,0.0,
1978,Sarjana,,78139771.0,1.0,0.0,13.0,758.0,,151.0,0.0,1.0,,2.0,0.0,
1960,,Rencana Menikah,93851000.0,0.0,1.0,2.0,0.0,14161.0,0.0,0.0,2.0,2.0,5.0,0.0,2013-11-12
1978,SMP,Rencana Menikah,39820851.0,0.0,0.0,25.0,12358.0,12818.0,7650.0,13039.0,0.0,0.0,2.0,0.0,
1976,Magister,Cerai,159047869.0,0.0,0.0,8.0,107224.0,1727463.0,36451.0,163853.0,0.0,6.0,3.0,0.0,
1964,Sarjana,Rencana Menikah,130441229.0,0.0,1.0,94.0,49688.0,781481.0,148214.0,83577.0,1.0,3.0,6.0,0.0,
1973,Doktor,Rencana Menikah,119738026.0,0.0,1.0,43.0,2918.0,,7427.0,4479.0,2.0,3.0,4.0,0.0,
1960,Sarjana,Menikah,121442820.0,0.0,1.0,61.0,54536.0,163749.0,15320.0,73903.0,3.0,4.0,6.0,0.0,
1984,SMA,Menikah,115001184.0,1.0,0.0,67.0,66230.0,235832.0,67824.0,64157.0,5.0,5.0,5.0,0.0,
1955,Sarjana,Sendiri,152051390.0,0.0,0.0,40.0,,335894.0,,74774.0,3.0,10.0,3.0,0.0,
1973,Sarjana,Rencana Menikah,147837784.0,0.0,0.0,68.0,60652.0,292222.0,259.0,34353.0,1.0,3.0,3.0,0.0,
1978,Sarjana,Rencana Menikah,130077116.0,0.0,0.0,62.0,106987.0,526223.0,106888.0,254301.0,1.0,4.0,8.0,0.0,
1974,Doktor,Menikah,119936000.0,1.0,1.0,78.0,2023.0,76874.0,10115.0,0.0,3.0,3.0,4.0,0.0,2013-11-19
1957,Sarjana,Cerai Mati,,0.0,0.0,70.0,40460.0,1068144.0,72828.0,,3.0,8.0,3.0,0.0,2012-09-21
1975,Sarjana,Menikah,92709000.0,1.0,1.0,9.0,24276.0,220507.0,36414.0,26299.0,9.0,6.0,11.0,0.0,2013-07-20
1959,Magister,Sendiri,109441579.0,1.0,1.0,12.0,6630.0,134980.0,7956.0,3315.0,9.0,7.0,7.0,0.0,
1954,Magister,Rencana Menikah,153079656.0,0.0,,52.0,216006.0,529858.0,296034.0,,0.0,10.0,6.0,0.0,
1976,Magister,Menikah,,0.0,0.0,44.0,95351.0,633579.0,74049.0,9650.0,0.0,,8.0,,
1973,SMA,Rencana Menikah,83001000.0,1.0,1.0,95.0,0.0,6069.0,8092.0,0.0,3.0,0.0,4.0,0.0,2012-09-18
1963,Magister,Menikah,169398394.0,0.0,0.0,52.0,74647.0,1071062.0,99356.0,116750.0,0.0,4.0,10.0,0.0,
1954,Sarjana,Rencana Menikah,188653237.0,0.0,0.0,,100838.0,1523838.0,378563.0,,0.0,3.0,8.0,0.0,
1980,Magister,Sendiri,64404588.0,,0.0,57.0,9611.0,26823.0,4549.0,,1.0,1.0,3.0,0.0,
1950,Magister,Cerai,134984477.0,0.0,,8.0,14602.0,239819.0,26483.0,17513.0,4.0,5.0,8.0,0.0,
1961,Sarjana,Cerai,134945000.0,0.0,1.0,54.0,48552.0,256921.0,24276.0,40460.0,3.0,5.0,4.0,0.0,
1969,Sarjana,Rencana Menikah,120175397.0,0.0,1.0,24.0,20230.0,190951.0,13889.0,43371.0,0.0,7.0,8.0,0.0,
1967,Sarjana,Rencana Menikah,125853986.0,0.0,0.0,73.0,25696.0,479296.0,67937.0,64204.0,0.0,3.0,7.0,0.0,
1978,Doktor,Sendiri,116230000.0,1.0,,50.0,167909.0,279174.0,208369.0,101150.0,4.0,6.0,9.0,0.0,2013-02-27
1966,Magister,Sendiri,140368665.0,0.0,0.0,36.0,40642.0,991666.0,33945.0,66766.0,4.0,2.0,4.0,0.0,
1978,Sarjana,Menikah,108321000.0,0.0,1.0,53.0,18207.0,317611.0,44506.0,0.0,4.0,,7.0,0.0,2013-02-05
1968,Sarjana,Menikah,95078507.0,,1.0,31.0,2749.0,44506.0,1453.0,0.0,4.0,4.0,6.0,,
1988,SMA,Rencana Menikah,106603487.0,1.0,0.0,30.0,182381.0,474835.0,14472.0,69871.0,2.0,8.0,7.0,0.0,
1972,Sarjana,Cerai Mati,88426723.0,1.0,0.0,83.0,28136.0,206699.0,18390.0,9562.0,4.0,7.0,1.0,0.0,
1953,Magister,Rencana Menikah,134796209.0,0.0,1.0,66.0,9394.0,117471.0,13578.0,7515.0,3.0,4.0,7.0,0.0,
1971,Magister,Sendiri,191753823.0,0.0,0.0,,123021.0,1091814.0,339584.0,158101.0,0.0,3.0,8.0,0.0,
1977,Magister,Rencana Menikah,133906000.0,0.0,1.0,3.0,0.0,463267.0,28322.0,38437.0,3.0,4.0,9.0,0.0,2013-11-17
1974,Doktor,Rencana Menikah,73453650.0,1.0,0.0,48.0,0.0,10497.0,1312.0,0.0,0.0,0.0,1.0,0.0,
1976,Sarjana,Rencana Menikah,55839000.0,1.0,0.0,47.0,2023.0,24276.0,28322.0,20230.0,3.0,0.0,6.0,0.0,2014-02-10
1970,Sarjana,Menikah,157185000.0,0.0,1.0,85.0,58667.0,859775.0,24276.0,388416.0,4.0,7.0,3.0,0.0,2013-09-14
1961,Doktor,Menikah,161282000.0,0.0,1.0,0.0,188139.0,663544.0,339864.0,103173.0,3.0,7.0,13.0,0.0,2013-10-11
1968,Sarjana,Rencana Menikah,120678000.0,0.0,1.0,51.0,14161.0,224553.0,78897.0,52598.0,5.0,10.0,13.0,0.0,2013-06-24
1981,Sarjana,Rencana Menikah,77965406.0,0.0,0.0,9.0,6509.0,26214.0,24936.0,36722.0,1.0,2.0,0.0,0.0,
1943,Doktor,Sendiri,127494000.0,0.0,0.0,71.0,32368.0,530026.0,161840.0,135541.0,1.0,6.0,8.0,0.0,2014-04-26
1972,Magister,Menikah,76312000.0,1.0,0.0,46.0,2023.0,78897.0,10115.0,6069.0,0.0,0.0,3.0,0.0,2013-09-22
1987,SMA,Cerai,70066000.0,1.0,,24.0,2023.0,8092.0,6069.0,0.0,0.0,0.0,4.0,0.0,2013-03-08
1972,Sarjana,Rencana Menikah,173929485.0,0.0,0.0,10.0,99149.0,1317729.0,107387.0,301298.0,0.0,7.0,7.0,0.0,
1947,Sarjana,Menikah,83934000.0,0.0,0.0,47.0,26299.0,20230.0,42483.0,10115.0,2.0,4.0,5.0,0.0,2013-09-04
1959,SMA,Sendiri,166355549.0,0.0,0.0,81.0,114636.0,1941971.0,127894.0,175999.0,0.0,4.0,12.0,0.0,
1978,Sarjana,Rencana Menikah,53627560.0,0.0,0.0,15.0,27615.0,56450.0,13293.0,29991.0,2.0,4.0,2.0,0.0,
1976,Sarjana,Sendiri,181636485.0,0.0,0.0,48.0,309161.0,1918869.0,231754.0,245784.0,0.0,5.0,8.0,0.0,
1973,SMA,Menikah,49103000.0,1.0,0.0,,8092.0,,4046.0,6069.0,0.0,,3.0,0.0,2012-11-30
1981,Sarjana,Menikah,84236876.0,1.0,0.0,64.0,23334.0,175914.0,5598.0,36884.0,4.0,6.0,5.0,0.0,
1965,Sarjana,Rencana Menikah,85103041.0,1.0,0.0,22.0,,155603.0,8583.0,18753.0,4.0,4.0,,0.0,
1956,Sarjana,Menikah,130944263.0,0.0,,10.0,74513.0,872120.0,74786.0,36617.0,2.0,4.0,4.0,0.0,
1959,Magister,Cerai,134102621.0,0.0,0.0,1.0,,900362.0,159271.0,,0.0,2.0,6.0,0.0,
1962,Magister,Menikah,86461987.0,0.0,0.0,14.0,256422.0,283013.0,131987.0,81327.0,0.0,8.0,7.0,0.0,
1952,Magister,Rencana Menikah,164834512.0,0.0,0.0,78.0,206346.0,1576608.0,17317.0,104186.0,,4.0,8.0,0.0,
1974,Magister,Menikah,119790109.0,0.0,1.0,79.0,,112093.0,17863.0,33810.0,3.0,3.0,6.0,0.0,
1984,Sarjana,Menikah,166459000.0,0.0,0.0,25.0,265013.0,1549618.0,52598.0,378301.0,2.0,3.0,7.0,0.0,2013-04-03
1978,Sarjana,Sendiri,40859694.0,0.0,0.0,8.0,12972.0,17874.0,20689.0,5694.0,0.0,1.0,1.0,0.0,
1970,Sarjana,Rencana Menikah,104263684.0,0.0,0.0,28.0,34513.0,419205.0,180818.0,64179.0,1.0,,3.0,0.0,
1992,Sarjana,Sendiri,61008435.0,1.0,0.0,46.0,601.0,32585.0,24058.0,1855.0,0.0,4.0,2.0,0.0,
1980,SMA,Rencana Menikah,139701000.0,0.0,0.0,,198254.0,912373.0,445060.0,204323.0,0.0,4.0,8.0,0.0,2012-09-28
1972,SMP,Rencana Menikah,57341000.0,1.0,0.0,18.0,8092.0,4046.0,,6069.0,0.0,4.0,0.0,0.0,2013-08-17
1989,Sarjana,Rencana Menikah,45076000.0,1.0,0.0,31.0,26299.0,24276.0,12138.0,34391.0,4.0,5.0,5.0,0.0,2013-02-10
1963,SMA,Rencana Menikah,164188357.0,0.0,0.0,51.0,80291.0,546857.0,247148.0,163779.0,0.0,4.0,10.0,0.0,
1956,Magister,Menikah,,0.0,1.0,,8092.0,52598.0,18207.0,0.0,3.0,5.0,5.0,0.0,2013-12-30
1965,Sarjana,Rencana Menikah,131453241.0,0.0,1.0,103.0,75299.0,157827.0,27373.0,89743.0,3.0,5.0,3.0,0.0,
1960,Magister,Menikah,113232360.0,0.0,1.0,53.0,7908.0,119770.0,3172.0,9540.0,3.0,10.0,4.0,0.0,
1972,Magister,Sendiri,159339000.0,0.0,0.0,44.0,44506.0,1242122.0,163863.0,127449.0,0.0,6.0,10.0,0.0,2013-04-13
1961,Magister,Rencana Menikah,72031421.0,1.0,0.0,38.0,6496.0,41373.0,2042.0,,6.0,1.0,5.0,0.0,
1968,Sarjana,Menikah,161427726.0,,0.0,60.0,25291.0,503553.0,107888.0,78508.0,3.0,4.0,6.0,0.0,
1984,Magister,Rencana Menikah,183033272.0,0.0,0.0,36.0,121483.0,396122.0,136445.0,111978.0,0.0,7.0,10.0,0.0,
1965,Sarjana,Menikah,151097693.0,0.0,0.0,82.0,171134.0,542058.0,128104.0,125208.0,2.0,9.0,6.0,0.0,
1969,Magister,Rencana Menikah,107051205.0,0.0,1.0,61.0,21995.0,102216.0,28734.0,6767.0,1.0,4.0,12.0,0.0,
1974,Doktor,Menikah,154918516.0,0.0,0.0,13.0,,968873.0,343613.0,156976.0,1.0,3.0,5.0,0.0,
1970,Sarjana,Rencana Menikah,128080540.0,0.0,1.0,22.0,0.0,324656.0,36561.0,26078.0,1.0,6.0,7.0,0.0,
1949,Magister,Menikah,,0.0,,91.0,,106272.0,,5152.0,1.0,5.0,5.0,0.0,
1973,Sarjana,Rencana Menikah,119674666.0,0.0,1.0,15.0,20067.0,179803.0,10054.0,52415.0,1.0,6.0,8.0,0.0,
